94	A0A0M7QFY7;(S)-2-hydroxy-acid
95	A0A0C5VBW4;(S)-2-hydroxy-acid
96	A2R0X2;(S)-2-hydroxy-acid
97	C9Y9E7;(S)-2-hydroxy-acid
98	C4VMW0;(S)-2-hydroxy-acid
99	A0A080NFB1;(S)-2-hydroxy-acid
100	Q9CG58;(S)-2-hydroxy-acid
101	F6AVX6;(S)-2-hydroxy-acid
102	H6RN14;(S)-2-hydroxy-acid
103	A0A0B2PSV8;(S)-2-hydroxy-acid
104	B9ST70;(S)-2-hydroxy-acid
105	G6CCJ7;(S)-2-hydroxy-acid
106	F4CZ97;(S)-2-hydroxy-acid
107	A0A0G3V1N4;(S)-2-hydroxy-acid
108	A0A061CPW4;(S)-2-hydroxy-acid
109	Q15TJ7;(S)-2-hydroxy-acid
110	K6YJA5;(S)-2-hydroxy-acid
111	Q82T12;(S)-2-hydroxy-acid
112	C2EPE3;(S)-2-hydroxy-acid
113	A0A061C6C0;(S)-2-hydroxy-acid
114	K6XRR8;(S)-2-hydroxy-acid
115	B1HZY7;(S)-2-hydroxy-acid
116	Q1QYM6;(S)-2-hydroxy-acid
117	M2Y0E7;(S)-2-hydroxy-acid
118	A0A0W0SNN1;(S)-2-hydroxy-acid
119	A0A0H2XTD0;(S)-2-hydroxy-acid
120	I4EZV3;(S)-2-hydroxy-acid
121	E6SCX5;(S)-2-hydroxy-acid
122	Q1LQ51;(S)-2-hydroxy-acid
123	K6Z453;(S)-2-hydroxy-acid
124	A0A0N1ND03;(S)-2-hydroxy-acid
125	A0A0W0S1D2;(S)-2-hydroxy-acid
126	B7FUG8;(S)-2-hydroxy-acid
127	A0A095ANQ8;(S)-2-hydroxy-acid
128	A0A0A8UL03;(S)-2-hydroxy-acid
129	S5TUW7;(S)-2-hydroxy-acid
130	A0A0N0MSK1;(S)-2-hydroxy-acid
131	Q1GS14;(S)-2-hydroxy-acid
132	F4G5A4;(S)-2-hydroxy-acid
133	A0A0F4YNJ0;(S)-2-hydroxy-acid
134	A0A0W0ZF37;(S)-2-hydroxy-acid
135	A0A0W0U3G7;(S)-2-hydroxy-acid
136	A0A0W0SGJ0;(S)-2-hydroxy-acid
137	H6RSV4;(S)-2-hydroxy-acid
138	S5UC18;(S)-2-hydroxy-acid
139	I7LDV0;(S)-2-hydroxy-acid
140	I0L4Y9;(S)-2-hydroxy-acid
141	C2KG80;(S)-2-hydroxy-acid
142	C2FBH3;(S)-2-hydroxy-acid
143	G4HQU0;(S)-2-hydroxy-acid
144	A0A0W1ABM0;(S)-2-hydroxy-acid
145	D2PT03;(S)-2-hydroxy-acid
146	B8LUI6;(S)-2-hydroxy-acid
147	Q46IL6;(S)-2-hydroxy-acid
148	F4CRU5;(S)-2-hydroxy-acid
149	C2JYX2;(S)-2-hydroxy-acid
150	A0A0W0VL21;(S)-2-hydroxy-acid
151	I0HXJ0;(S)-2-hydroxy-acid
152	E6L309;(S)-2-hydroxy-acid
153	G0UG28;(S)-2-hydroxy-acid
154	A9QH69;(S)-2-hydroxy-acid
155	K0MXH5;(S)-2-hydroxy-acid
156	B8MMC0;(S)-2-hydroxy-acid
157	A0A0P4UH01;(S)-2-hydroxy-acid
158	C2E451;(S)-2-hydroxy-acid
159	A0A0W0SNC9;(S)-2-hydroxy-acid
160	C5R9T2;(S)-2-hydroxy-acid
161	A0A098GJT9;(S)-2-hydroxy-acid
162	A0A0W0WNB8;(S)-2-hydroxy-acid
163	A0A0W0T9X1;(S)-2-hydroxy-acid
164	F4BR76;(S)-2-hydroxy-acid
165	Q46UI1;(S)-2-hydroxy-acid
166	A9QH71;(S)-2-hydroxy-acid
167	C5BLP5;(S)-2-hydroxy-acid
168	B7RR92;(S)-2-hydroxy-acid
169	X5EDE2;(S)-2-hydroxy-acid
170	H0RUW7;(S)-2-hydroxy-acid
171	A1W3D8;(S)-2-hydroxy-acid
172	A4YVE0;(S)-2-hydroxy-acid
173	H0T8W2;(S)-2-hydroxy-acid
174	K0N938;(S)-2-hydroxy-acid
175	B8MKR3;(S)-2-hydroxy-acid
176	C2K1F0;(S)-2-hydroxy-acid
177	H0SHM2;(S)-2-hydroxy-acid
178	A0A0W0YSA4;(S)-2-hydroxy-acid
179	A1SDE0;(S)-2-hydroxy-acid
180	A0A0W0UHE4;(S)-2-hydroxy-acid
181	D2S4B7;(S)-2-hydroxy-acid
182	A0A0A8UQ43;(S)-2-hydroxy-acid
183	A5EK29;(S)-2-hydroxy-acid
184	B9MCK9;(S)-2-hydroxy-acid
185	A0A0N1G0C7;(S)-2-hydroxy-acid
186	D1A2X8;(S)-2-hydroxy-acid
187	A1T4N1;(S)-2-hydroxy-acid
188	X7YFF3;(S)-2-hydroxy-acid
189	X7YWP4;(S)-2-hydroxy-acid
190	H0TEW0;(S)-2-hydroxy-acid
191	W4A1K2;(S)-2-hydroxy-acid
192	C8X9C2;(S)-2-hydroxy-acid
193	A0A0W0XGQ7;(S)-2-hydroxy-acid
194	E3IU20;(S)-2-hydroxy-acid
195	A0A0N1GGN2;(S)-2-hydroxy-acid
196	A1UBM5;(S)-2-hydroxy-acid
197	M4N2W9;(S)-2-hydroxy-acid
198	Q92NB8;(S)-2-hydroxy-acid
199	Q0S3N6;(S)-2-hydroxy-acid
200	A0A0E0UEE5;(S)-2-hydroxy-acid
201	W0X3F8;(S)-2-hydroxy-acid
202	Q47KK9;(S)-2-hydroxy-acid
203	A1BC61;(S)-2-hydroxy-acid
204	D2PUB9;(S)-2-hydroxy-acid
205	Q0RJT8;(S)-2-hydroxy-acid
206	A0A086ZI34;(S)-2-hydroxy-acid
207	A0A087EIS6;(S)-2-hydroxy-acid
208	F4CRK7;(S)-2-hydroxy-acid
209	A0A087E136;(S)-2-hydroxy-acid
210	Q1ARC0;(S)-2-hydroxy-acid
211	A4T1S5;(S)-2-hydroxy-acid
212	G8SIT6;(S)-2-hydroxy-acid
213	A0A0D8BLL9;(S)-2-hydroxy-acid
214	A0A0Q4AYV4;(S)-2-hydroxy-acid
215	G4HXB4;(S)-2-hydroxy-acid
216	A0A087D1R1;(S)-2-hydroxy-acid
217	I7HM50;(S)-2-hydroxy-acid
218	W6W585;(S)-2-hydroxy-acid
219	A0A0C1P707;(S)-2-hydroxy-acid
220	F9Y7M7;(S)-2-hydroxy-acid
221	B7PPE8;(S)-2-hydroxy-acid
222	B7QAT8;(S)-2-hydroxy-acid
223	F4CUY7;(S)-2-hydroxy-acid
224	B7P3F0;(S)-2-hydroxy-acid
225	F6B8U7;(S)-2-hydroxy-acid
226	F6BIS2;(S)-2-hydroxy-acid
227	F4LXJ9;(S)-2-hydroxy-acid
228	A0A075KIL9;(S)-2-hydroxy-acid
229	U5RS18;(S)-2-hydroxy-acid
230	G7M0E1;(S)-2-hydroxy-acid
231	F6CI10;(S)-2-hydroxy-acid
232	Q314U5;(S)-2-hydroxy-acid
233	B5YHA7;(S)-2-hydroxy-acid
234	G7Q5T8;(S)-2-hydroxy-acid
235	M1E5R9;(S)-2-hydroxy-acid
236	U6EB70;(S)-2-hydroxy-acid
237	F0TBY7;(S)-2-hydroxy-acid
238	X8B5I2;(S)-2-hydroxy-acid
239	I7K0M2;(S)-2-hydroxy-acid
240	X8CCW7;(S)-2-hydroxy-acid
241	Q5FIR1;(S)-2-hydroxy-acid
242	I7IZ16;(S)-2-hydroxy-acid
243	K0NUR1;(S)-2-hydroxy-acid
244	C2ENE9;(S)-2-hydroxy-acid
245	C2KEN2;(S)-2-hydroxy-acid
246	F9DJF4;(S)-2-hydroxy-acid
247	C2KX57;(S)-2-hydroxy-acid
248	A3RTD5;(S)-2-hydroxy-acid
249	V9WB78;(S)-2-hydroxy-acid
250	A0A0P7WDX3;(S)-2-hydroxy-acid
251	A0A0Q4AEQ9;(S)-2-hydroxy-acid
252	A0A0D8B9B7;(S)-2-hydroxy-acid
253	U6FAS7;(S)-2-hydroxy-acid
254	U6FL28;(S)-2-hydroxy-acid
255	U6FH10;(S)-2-hydroxy-acid
256	P37339;(S)-2-hydroxy-acid
257	A0A080I0N5;(S)-2-hydroxy-acid
258	A0A0G3HPX7;(S)-2-hydroxy-acid
259	A0A0N9Z802;(S)-2-hydroxy-acid
260	F4SNC3;(S)-2-hydroxy-acid
261	A0A0E3KGY5;(S)-2-hydroxy-acid
262	A0A074HNT0;(S)-2-hydroxy-acid
263	A0A090JQ48;(S)-2-hydroxy-acid
264	L3KGT8;(S)-2-hydroxy-acid
265	D8BZW2;(S)-2-hydroxy-acid
266	D8B5M2;(S)-2-hydroxy-acid
267	A0A080GNS8;(S)-2-hydroxy-acid
268	A0A070YAM7;(S)-2-hydroxy-acid
269	A0A071AMP9;(S)-2-hydroxy-acid
270	N2IYN3;(S)-2-hydroxy-acid
271	A0A079FY49;(S)-2-hydroxy-acid
272	A0A073GNH5;(S)-2-hydroxy-acid
273	A0A0P8CNR7;(S)-2-hydroxy-acid
274	A0A070SSH5;(S)-2-hydroxy-acid
275	A0A0H3XB39;(S)-2-hydroxy-acid
276	A0A071D610;(S)-2-hydroxy-acid
277	G0F3P8;(S)-2-hydroxy-acid
278	H4V4Q7;(S)-2-hydroxy-acid
279	A0A0M7NE14;(S)-2-hydroxy-acid
280	T9CV12;(S)-2-hydroxy-acid
281	A0A0A0H7I6;(S)-2-hydroxy-acid
282	A0A071C9L2;(S)-2-hydroxy-acid
283	M9G390;(S)-2-hydroxy-acid
284	I2XAR0;(S)-2-hydroxy-acid
285	A0A0E1M0K0;(S)-2-hydroxy-acid
286	A0A079GGV2;(S)-2-hydroxy-acid
287	A0A079F3J6;(S)-2-hydroxy-acid
288	N2RUB0;(S)-2-hydroxy-acid
289	H4UMR9;(S)-2-hydroxy-acid
290	E3PH30;(S)-2-hydroxy-acid
291	M8THU9;(S)-2-hydroxy-acid
292	H9UVR6;(S)-2-hydroxy-acid
293	N2H4W2;(S)-2-hydroxy-acid
294	W1FB99;(S)-2-hydroxy-acid
295	A0A0Q2VWI2;(S)-2-hydroxy-acid
296	F4V6F7;(S)-2-hydroxy-acid
297	D6IC93;(S)-2-hydroxy-acid
298	A0A0Q3A4H5;(S)-2-hydroxy-acid
299	L0M7M1;(S)-2-hydroxy-acid
300	A0A017I8K0;(S)-2-hydroxy-acid
301	A0A074IH48;(S)-2-hydroxy-acid
302	A0A070UXS3;(S)-2-hydroxy-acid
303	A0A0K5Z1P8;(S)-2-hydroxy-acid
304	A0A0Q3G038;(S)-2-hydroxy-acid
305	A0A0B1FWS6;(S)-2-hydroxy-acid
306	U9ZK98;(S)-2-hydroxy-acid
307	D7X825;(S)-2-hydroxy-acid
308	B7N6P4;(S)-2-hydroxy-acid
309	A0A029LGG4;(S)-2-hydroxy-acid
310	V8KFX9;(S)-2-hydroxy-acid
311	M8XH34;(S)-2-hydroxy-acid
312	J7RU22;(S)-2-hydroxy-acid
313	J7R7X0;(S)-2-hydroxy-acid
314	A0A0G3JJQ1;(S)-2-hydroxy-acid
315	V2R7J5;(S)-2-hydroxy-acid
316	D7ZVH1;(S)-2-hydroxy-acid
317	W8SXD6;(S)-2-hydroxy-acid
318	A0A029M3F1;(S)-2-hydroxy-acid
319	L2VJ77;(S)-2-hydroxy-acid
320	A0A029PFX4;(S)-2-hydroxy-acid
321	E9YFU1;(S)-2-hydroxy-acid
322	M9E775;(S)-2-hydroxy-acid
323	T9GWS7;(S)-2-hydroxy-acid
324	A0A029KI23;(S)-2-hydroxy-acid
325	A0A080INM6;(S)-2-hydroxy-acid
326	A0A0K5MIV8;(S)-2-hydroxy-acid
327	A0A0E0U267;(S)-2-hydroxy-acid
328	E0J5N9;(S)-2-hydroxy-acid
329	U9Y0W6;(S)-2-hydroxy-acid
330	S1HZF2;(S)-2-hydroxy-acid
331	M8PQ33;(S)-2-hydroxy-acid
332	E6BMK9;(S)-2-hydroxy-acid
333	M9GV77;(S)-2-hydroxy-acid
334	M8K202;(S)-2-hydroxy-acid
335	A0A026V971;(S)-2-hydroxy-acid
336	I2WFU7;(S)-2-hydroxy-acid
337	T9S834;(S)-2-hydroxy-acid
338	E8Y911;(S)-2-hydroxy-acid
339	F4NHG4;(S)-2-hydroxy-acid
340	D7XUN5;(S)-2-hydroxy-acid
341	V0XV30;(S)-2-hydroxy-acid
342	E1JCE8;(S)-2-hydroxy-acid
343	M8KR91;(S)-2-hydroxy-acid
344	A0A0B1BKX2;(S)-2-hydroxy-acid
345	A0A0D0LS41;(S)-2-hydroxy-acid
346	L3QF24;(S)-2-hydroxy-acid
347	A0A064TEI8;(S)-2-hydroxy-acid
348	A0A0J2BBE2;(S)-2-hydroxy-acid
349	T6ADH6;(S)-2-hydroxy-acid
350	L3P4A5;(S)-2-hydroxy-acid
351	F4VYM1;(S)-2-hydroxy-acid
352	H3KSF8;(S)-2-hydroxy-acid
353	V6FEN9;(S)-2-hydroxy-acid
354	H4IWD3;(S)-2-hydroxy-acid
355	H4LFP4;(S)-2-hydroxy-acid
356	K3LFB6;(S)-2-hydroxy-acid
357	H4KKI8;(S)-2-hydroxy-acid
358	A0A0G3K8M6;(S)-2-hydroxy-acid
359	A0A070NZ16;(S)-2-hydroxy-acid
360	H4L1D2;(S)-2-hydroxy-acid
361	H4JQR2;(S)-2-hydroxy-acid
362	H4JBN9;(S)-2-hydroxy-acid
363	T9A731;(S)-2-hydroxy-acid
364	A0A026RUT4;(S)-2-hydroxy-acid
365	E3XK67;(S)-2-hydroxy-acid
366	V6DZG1;(S)-2-hydroxy-acid
367	H4HZW0;(S)-2-hydroxy-acid
368	A0A017JTY3;(S)-2-hydroxy-acid
369	H4IEN1;(S)-2-hydroxy-acid
370	H4K7N9;(S)-2-hydroxy-acid
371	F4VIN9;(S)-2-hydroxy-acid
372	A0A027U7R6;(S)-2-hydroxy-acid
373	S1HMM4;(S)-2-hydroxy-acid
374	N3NJX1;(S)-2-hydroxy-acid
375	A0A070FNN1;(S)-2-hydroxy-acid
376	C8TW22;(S)-2-hydroxy-acid
377	N3FCS8;(S)-2-hydroxy-acid
378	C8UEL8;(S)-2-hydroxy-acid
379	A0A0S3B410;(S)-2-hydroxy-acid
380	A0A070CHW4;(S)-2-hydroxy-acid
381	V8FE20;(S)-2-hydroxy-acid
382	A0A0A0FIX9;(S)-2-hydroxy-acid
383	A0A026HFY5;(S)-2-hydroxy-acid
384	A0A028ECX4;(S)-2-hydroxy-acid
385	N4NIR9;(S)-2-hydroxy-acid
386	A0A028A533;(S)-2-hydroxy-acid
387	A0A0H3JJM3;(S)-2-hydroxy-acid
388	N2QJA9;(S)-2-hydroxy-acid
389	N2JMR2;(S)-2-hydroxy-acid
390	A0A080F9H9;(S)-2-hydroxy-acid
391	S1F0H1;(S)-2-hydroxy-acid
392	A0A0F6C7Y3;(S)-2-hydroxy-acid
393	M9K4Y2;(S)-2-hydroxy-acid
394	K3QN61;(S)-2-hydroxy-acid
395	A0A0E2A4S1;(S)-2-hydroxy-acid
396	S1HCL7;(S)-2-hydroxy-acid
397	A0A0F6FB25;(S)-2-hydroxy-acid
398	D7XZF5;(S)-2-hydroxy-acid
399	I2SNE0;(S)-2-hydroxy-acid
400	S1CR89;(S)-2-hydroxy-acid
401	A0A0B1KZU5;(S)-2-hydroxy-acid
402	C3SYH2;(S)-2-hydroxy-acid
403	M9FCR2;(S)-2-hydroxy-acid
404	N2K3K3;(S)-2-hydroxy-acid
405	K4UYH4;(S)-2-hydroxy-acid
406	I2RYZ9;(S)-2-hydroxy-acid
407	A0A028BRR3;(S)-2-hydroxy-acid
408	U9ZVC7;(S)-2-hydroxy-acid
409	A0A0A8UI60;(S)-2-hydroxy-acid
410	N4NTH3;(S)-2-hydroxy-acid
411	A0A0F3VBM6;(S)-2-hydroxy-acid
412	I2UF32;(S)-2-hydroxy-acid
413	T6H2K9;(S)-2-hydroxy-acid
414	V0ZP67;(S)-2-hydroxy-acid
415	A0A0Q3HX61;(S)-2-hydroxy-acid
416	D7Z9V6;(S)-2-hydroxy-acid
417	V0YJN5;(S)-2-hydroxy-acid
418	A0A0T5JU07;(S)-2-hydroxy-acid
419	A0A0H3PHR6;(S)-2-hydroxy-acid
420	L9HZ38;(S)-2-hydroxy-acid
421	C3SYH5;(S)-2-hydroxy-acid
422	A0A0R3DCD2;(S)-2-hydroxy-acid
423	R8XC26;(S)-2-hydroxy-acid
424	A0A0P7SMV0;(S)-2-hydroxy-acid
425	D3QPL1;(S)-2-hydroxy-acid
426	S0WG00;(S)-2-hydroxy-acid
427	A0A0J3VSY6;(S)-2-hydroxy-acid
428	L2XF51;(S)-2-hydroxy-acid
429	A0A0D8WE46;(S)-2-hydroxy-acid
430	D7YEP9;(S)-2-hydroxy-acid
431	E1I1N6;(S)-2-hydroxy-acid
432	V0V7L6;(S)-2-hydroxy-acid
433	A7ZQ91;(S)-2-hydroxy-acid
434	F4TJD1;(S)-2-hydroxy-acid
435	T5UMF2;(S)-2-hydroxy-acid
436	V6FUS6;(S)-2-hydroxy-acid
437	L3Q278;(S)-2-hydroxy-acid
438	I0VTU9;(S)-2-hydroxy-acid
439	V2TAI0;(S)-2-hydroxy-acid
440	S0VN32;(S)-2-hydroxy-acid
441	B6I651;(S)-2-hydroxy-acid
442	A0A029HPC8;(S)-2-hydroxy-acid
443	B7MYW2;(S)-2-hydroxy-acid
444	F8XGD4;(S)-2-hydroxy-acid
445	D6HZX5;(S)-2-hydroxy-acid
446	A0A029IM56;(S)-2-hydroxy-acid
447	E1IQ87;(S)-2-hydroxy-acid
448	A0A070T7I2;(S)-2-hydroxy-acid
449	A0A073VQZ6;(S)-2-hydroxy-acid
450	N3JZ39;(S)-2-hydroxy-acid
451	B3HDK9;(S)-2-hydroxy-acid
452	T5NPY6;(S)-2-hydroxy-acid
453	A0A073FRK3;(S)-2-hydroxy-acid
454	V0TZ73;(S)-2-hydroxy-acid
455	A0A074HRI2;(S)-2-hydroxy-acid
456	I4T3P9;(S)-2-hydroxy-acid
457	D8EIN0;(S)-2-hydroxy-acid
458	A0A093E7P8;(S)-2-hydroxy-acid
459	A0A080FVH2;(S)-2-hydroxy-acid
460	M9IGS7;(S)-2-hydroxy-acid
461	A0A0E0XYZ8;(S)-2-hydroxy-acid
462	B7LDM8;(S)-2-hydroxy-acid
463	A0A073G840;(S)-2-hydroxy-acid
464	U9YYE7;(S)-2-hydroxy-acid
465	V0SFE2;(S)-2-hydroxy-acid
466	I2WUP1;(S)-2-hydroxy-acid
467	A0A0E2U4W4;(S)-2-hydroxy-acid
468	A0A0K3PMF3;(S)-2-hydroxy-acid
469	A0A070PNB7;(S)-2-hydroxy-acid
470	A0A0M1HBZ3;(S)-2-hydroxy-acid
471	C8U993;(S)-2-hydroxy-acid
472	T8K2V6;(S)-2-hydroxy-acid
473	A0A0H0ETT9;(S)-2-hydroxy-acid
474	B7LT10;(S)-2-hydroxy-acid
475	A0A0E2TGC1;(S)-2-hydroxy-acid
476	S1PSB8;(S)-2-hydroxy-acid
477	L5H4M9;(S)-2-hydroxy-acid
478	A0A0F4HJR2;(S)-2-hydroxy-acid
479	V0SRL1;(S)-2-hydroxy-acid
480	A0A0E0V9N1;(S)-2-hydroxy-acid
481	A0A0H3MNE9;(S)-2-hydroxy-acid
482	B1LPD3;(S)-2-hydroxy-acid
483	A0A0P0T9R4;(S)-2-hydroxy-acid
484	B7UH79;(S)-2-hydroxy-acid
485	S1DBD0;(S)-2-hydroxy-acid
486	S0W3T7;(S)-2-hydroxy-acid
487	V0X6E1;(S)-2-hydroxy-acid
488	T9IHQ1;(S)-2-hydroxy-acid
489	Q31X30;(S)-2-hydroxy-acid
490	S0XXZ5;(S)-2-hydroxy-acid
491	T6M4V7;(S)-2-hydroxy-acid
492	W1WV69;(S)-2-hydroxy-acid
493	S1GPA6;(S)-2-hydroxy-acid
494	D8AGJ5;(S)-2-hydroxy-acid
495	S0XM79;(S)-2-hydroxy-acid
496	A0A0A1A8N4;(S)-2-hydroxy-acid
497	S0YLP1;(S)-2-hydroxy-acid
498	S1DZY6;(S)-2-hydroxy-acid
499	A0A070CSI4;(S)-2-hydroxy-acid
500	D2AHK7;(S)-2-hydroxy-acid
501	H1BUH2;(S)-2-hydroxy-acid
502	A0A025GJT8;(S)-2-hydroxy-acid
503	H5A0E0;(S)-2-hydroxy-acid
504	U9Y847;(S)-2-hydroxy-acid
505	A0A0H2V341;(S)-2-hydroxy-acid
506	A0A0L6Y4N7;(S)-2-hydroxy-acid
507	K4XG77;(S)-2-hydroxy-acid
508	A0A0J2E7E4;(S)-2-hydroxy-acid
509	X7P617;(S)-2-hydroxy-acid
510	D3H4S0;(S)-2-hydroxy-acid
511	A0A0K3RG99;(S)-2-hydroxy-acid
512	V1B3S3;(S)-2-hydroxy-acid
513	A0A0P7Q9V8;(S)-2-hydroxy-acid
514	U9YE48;(S)-2-hydroxy-acid
515	A0A0H2VBC2;(S)-2-hydroxy-acid
516	A0A0H0GTN3;(S)-2-hydroxy-acid
517	S0U1R3;(S)-2-hydroxy-acid
518	E9TB27;(S)-2-hydroxy-acid
519	A0A085P0X5;(S)-2-hydroxy-acid
520	L4V8U9;(S)-2-hydroxy-acid
521	N4PG13;(S)-2-hydroxy-acid
522	L3C3U3;(S)-2-hydroxy-acid
523	A0A024KQQ4;(S)-2-hydroxy-acid
524	A0A0L1C2J3;(S)-2-hydroxy-acid
525	A0A073UUG5;(S)-2-hydroxy-acid
526	S1M293;(S)-2-hydroxy-acid
527	S1C2P4;(S)-2-hydroxy-acid
528	A0A0K9THB5;(S)-2-hydroxy-acid
529	A0A073H8R8;(S)-2-hydroxy-acid
530	D6JE00;(S)-2-hydroxy-acid
531	Q3YYJ7;(S)-2-hydroxy-acid
532	A0A094NN19;(S)-2-hydroxy-acid
533	A0A0F6MG83;(S)-2-hydroxy-acid
534	A0A0F6EGB5;(S)-2-hydroxy-acid
535	A0A0C7MXN2;(S)-2-hydroxy-acid
536	A0A0G3KMH5;(S)-2-hydroxy-acid
537	A0A0K4DLS2;(S)-2-hydroxy-acid
538	J2NJ54;(S)-2-hydroxy-acid
539	A0A0G2XHS7;(S)-2-hydroxy-acid
540	I6DRD7;(S)-2-hydroxy-acid
541	A0A0K4BF87;(S)-2-hydroxy-acid
542	Q0T194;(S)-2-hydroxy-acid
543	A0A0I0YAM2;(S)-2-hydroxy-acid
544	E9XHJ7;(S)-2-hydroxy-acid
545	B2U083;(S)-2-hydroxy-acid
546	T8ZP25;(S)-2-hydroxy-acid
547	A0A069X6T1;(S)-2-hydroxy-acid
548	A0A0K3JFD1;(S)-2-hydroxy-acid
549	E7T8N5;(S)-2-hydroxy-acid
550	A0A062Y9K4;(S)-2-hydroxy-acid
551	A0A0H8S315;(S)-2-hydroxy-acid
552	K0WZF8;(S)-2-hydroxy-acid
553	A0A070KFP2;(S)-2-hydroxy-acid
554	S1GHD3;(S)-2-hydroxy-acid
555	A0A0N2DMW0;(S)-2-hydroxy-acid
556	L2VQG1;(S)-2-hydroxy-acid
557	Q1R843;(S)-2-hydroxy-acid
558	A0A0G3J0W6;(S)-2-hydroxy-acid
559	A0A0H3EK26;(S)-2-hydroxy-acid
560	I2R9X6;(S)-2-hydroxy-acid
