uid	ec
A0A079F3J6	1.1.3.15
D6IC93	1.1.3.15
A0A079GGV2	1.1.3.15
M8KR91	1.1.3.15
B7LDM8	1.1.3.15
A0A0E0XYZ8	1.1.3.15
K4XG77	1.1.3.15
A0A024KQQ4	1.1.3.15
T9GWS7	1.1.3.15
M9IGS7	1.1.3.15
D3QPL1	1.1.3.15
A0A080FVH2	1.1.3.15
A0A080GNS8	1.1.3.15
A0A073VDS5	1.1.3.15
A0A0L6Y4N7	1.1.3.15
D8B5M2	1.1.3.15
E9XHJ7	1.1.3.15
A0A0E1M0K0	1.1.3.15
A0A093E7P8	1.1.3.15
A0A0A1A8N4	1.1.3.15
A0A0F4HJR2	1.1.3.15
V0UTT8	1.1.3.15
V2TAI0	1.1.3.15
A0A0F6GRF2	1.1.3.15
I0VTU9	1.1.3.15
I2XAR0	1.1.3.15
A0A0H2VBC2	1.1.3.15
D8EIN0	1.1.3.15
A0A0G3J0W6	1.1.3.15
F4VIN9	1.1.3.15
L3C3U3	1.1.3.15
M9E775	1.1.3.15
D8BZW2	1.1.3.15
T8K2V6	1.1.3.15
E1JCE8	1.1.3.15
N4PG13	1.1.3.15
M9G390	1.1.3.15
A0A0A8UI60	1.1.3.15
U9ZVC7	1.1.3.15
A0A028BRR3	1.1.3.15
L3KGT8	1.1.3.15
S0XM79	1.1.3.15
V0XV30	1.1.3.15
D7XUN5	1.1.3.15
D8AGJ5	1.1.3.15
V0YJN5	1.1.3.15
F4NHG4	1.1.3.15
I4T3P9	1.1.3.15
U9Y847	1.1.3.15
E9YFU1	1.1.3.15
A0A029PFX4	1.1.3.15
Q1R843	1.1.3.15
S1GPA6	1.1.3.15
A0A025CWD0	1.1.3.15
V6DZG1	1.1.3.15
J7Q9M2	1.1.3.15
A0A070KFP2	1.1.3.15
W1WV69	1.1.3.15
W1GT05	1.1.3.15
I2RYZ9	1.1.3.15
K4UYH4	1.1.3.15
T6M4V7	1.1.3.15
C8U993	1.1.3.15
L4J3R4	1.1.3.15
E3XK67	1.1.3.15
N2K3K3	1.1.3.15
A0A0E2L0Q1	1.1.3.15
A0A0K5Z1P8	1.1.3.15
A0A069X6T1	1.1.3.15
S0XXZ5	1.1.3.15
L4V8U9	1.1.3.15
A0A071C9L2	1.1.3.15
H5A0E0	1.1.3.15
Q1R723	1.1.3.15
L3Q278	1.1.3.15
D7Z9V6	1.1.3.15
V6FUS6	1.1.3.15
A0A026RUT4	1.1.3.15
A0A090JQ48	1.1.3.15
T9A731	1.1.3.15
A0A074HRI2	1.1.3.15
M9FCR2	1.1.3.15
A0A074HNT0	1.1.3.15
V0TZ73	1.1.3.15
A0A025GJT8	1.1.3.15
A0A0K4BF87	1.1.3.15
A0A0K4SDM2	1.1.3.15
C3SYH2	1.1.3.15
E8Y911	1.1.3.15
L2VJ77	1.1.3.15
A0A073FRK3	1.1.3.15
T9IHQ1	1.1.3.15
A0A0E3KGY5	1.1.3.15
T5NPY6	1.1.3.15
H4JBN9	1.1.3.15
D6JE00	1.1.3.15
B3HDK9	1.1.3.15
V0X6E1	1.1.3.15
A0A073H8R8	1.1.3.15
A0A0M1HBZ3	1.1.3.15
A0A070UXS3	1.1.3.15
S0W3T7	1.1.3.15
A0A066T3I8	1.1.3.15
A0A0B1KZU5	1.1.3.15
A0A0A0H7I6	1.1.3.15
A0A0K4FYZ0	1.1.3.15
A0A0F3UST4	1.1.3.15
U9YE48	1.1.3.15
H4JQR2	1.1.3.15
S1DBD0	1.1.3.15
A0A0P7Q9V8	1.1.3.15
T9S834	1.1.3.15
A0A029M3F1	1.1.3.15
B7N6P4	1.1.3.15
T5UMF2	1.1.3.15
N3JZ39	1.1.3.15
S1CR89	1.1.3.15
I2WFU7	1.1.3.15
D7X825	1.1.3.15
T9CV12	1.1.3.15
A0A073VQZ6	1.1.3.15
I2SNE0	1.1.3.15
A0A026V971	1.1.3.15
H4L1D2	1.1.3.15
A0A062Y9K4	1.1.3.15
A0A0G2SDP3	1.1.3.15
A0A0P7SMV0	1.1.3.15
A0A0N2DMW0	1.1.3.15
D7XZF5	1.1.3.15
B7UH79	1.1.3.15
A0A0F6FB25	1.1.3.15
V1B3S3	1.1.3.15
S1HCL7	1.1.3.15
F4TJD1	1.1.3.15
A0A0Q3HX61	1.1.3.15
A0A0P0T9R4	1.1.3.15
A0A0K3JFD1	1.1.3.15
A0A0K4DLS2	1.1.3.15
A0A070T7I2	1.1.3.15
H9UVR6	1.1.3.15
A0A0H2Z1W3	1.1.3.15
A0A0Q2VWI2	1.1.3.15
W1FZV6	1.1.3.15
A0A0K9THB5	1.1.3.15
A0A070NZ16	1.1.3.15
A0A0G3K8M6	1.1.3.15
A0A070PNB7	1.1.3.15
A0A0E2A4S1	1.1.3.15
W8SXD6	1.1.3.15
A0A0K3PMF3	1.1.3.15
A0A0K3RG99	1.1.3.15
E1IQ87	1.1.3.15
A0A029IM56	1.1.3.15
M8K202	1.1.3.15
U9ZK98	1.1.3.15
H1BUH2	1.1.3.15
D7ZVH1	1.1.3.15
L5H4M9	1.1.3.15
S1PSB8	1.1.3.15
H4KKI8	1.1.3.15
V0ZP67	1.1.3.15
M9GV77	1.1.3.15
E6BMK9	1.1.3.15
F4V6F7	1.1.3.15
V2R7J5	1.1.3.15
A0A0G3JJQ1	1.1.3.15
W1FB99	1.1.3.15
D3H4S0	1.1.3.15
A0A069YQV4	1.1.3.15
A0A074IH48	1.1.3.15
K3QN61	1.1.3.15
M8PQ33	1.1.3.15
R8XC26	1.1.3.15
A0A0E2TGC1	1.1.3.15
D6HZX5	1.1.3.15
J7R7X0	1.1.3.15
M9K4Y2	1.1.3.15
A7ZQ91	1.1.3.15
F4T3U0	1.1.3.15
K3LFB6	1.1.3.15
B1LPD3	1.1.3.15
S1HZF2	1.1.3.15
A0A073TAK2	1.1.3.15
E9YT76	1.1.3.15
A0A0F6C7Y3	1.1.3.15
W1HA79	1.1.3.15
S1F0H1	1.1.3.15
A0A0L6ZXC9	1.1.3.15
A0A0K5MIV8	1.1.3.15
A0A080F9H9	1.1.3.15
A0A0D6GS95	1.1.3.15
A0A0R3DCD2	1.1.3.15
N2JMR2	1.1.3.15
N2QJA9	1.1.3.15
H4LFP4	1.1.3.15
M8THU9	1.1.3.15
H4IWD3	1.1.3.15
F4SNC3	1.1.3.15
C3SYH5	1.1.3.15
A0A0N9Z802	1.1.3.15
B7MJS1	1.1.3.15
A0A0G3HPX7	1.1.3.15
A0A0H3JJM3	1.1.3.15
X7P617	1.1.3.15
J7RU22	1.1.3.15
A0A028A533	1.1.3.15
M8XH34	1.1.3.15
U9Y0W6	1.1.3.15
F8XGD4	1.1.3.15
A0A0J2E7E4	1.1.3.15
V0V7L6	1.1.3.15
N4NIR9	1.1.3.15
A0A0E2U4W4	1.1.3.15
B7MYW2	1.1.3.15
L9HZ38	1.1.3.15
E1I1N6	1.1.3.15
A0A028ECX4	1.1.3.15
A0A079Y9S6	1.1.3.15
A0A026HFY5	1.1.3.15
A0A085P0X5	1.1.3.15
A0A0B1FWS6	1.1.3.15
H4V4Q7	1.1.3.15
G0F3P8	1.1.3.15
E0J5N9	1.1.3.15
A0A0A0FIX9	1.1.3.15
V8FE20	1.1.3.15
A0A070CHW4	1.1.3.15
V6FEN9	1.1.3.15
A0A0H3MNE9	1.1.3.15
H3KSF8	1.1.3.15
A0A071D610	1.1.3.15
A0A0S3B410	1.1.3.15
A0A0H3XB39	1.1.3.15
A0A0E0V9N1	1.1.3.15
E9TB27	1.1.3.15
A0A073UUG5	1.1.3.15
D7YEP9	1.1.3.15
V8KFX9	1.1.3.15
V8KFX9	1.1.3.15
F4VYM1	1.1.3.15
T6H2K9	1.1.3.15
A0A0Q3G038	1.1.3.15
A0A0D8WE46	1.1.3.15
L3P4A5	1.1.3.15
C8UEL8	1.1.3.15
T6ADH6	1.1.3.15
A0A0J2BBE2	1.1.3.15
V0SRL1	1.1.3.15
A0A029LGG4	1.1.3.15
N3FCS8	1.1.3.15
L2XF51	1.1.3.15
A0A0E0U267	1.1.3.15
A0A070SSH5	1.1.3.15
A0A023Z1F3	1.1.3.15
A0A064TEI8	1.1.3.15
C8TW22	1.1.3.15
A0A070FNN1	1.1.3.15
I2R9X6	1.1.3.15
E3PH30	1.1.3.15
N3NJX1	1.1.3.15
A0A029HPC8	1.1.3.15
A0A0L1C2J3	1.1.3.15
S1HMM4	1.1.3.15
T8ZP25	1.1.3.15
A0A027U7R6	1.1.3.15
A0A0P8CNR7	1.1.3.15
A0A0H3PHR6	1.1.3.15
A0A073GNH5	1.1.3.15
A0A080I0N5	1.1.3.15
L3QF24	1.1.3.15
A0A079FY49	1.1.3.15
B6I651	1.1.3.15
N2H4W2	1.1.3.15
N2IYN3	1.1.3.15
A0A017I8K0	1.1.3.15
A0A071AMP9	1.1.3.15
I2WUP1	1.1.3.15
A0A070CSI4	1.1.3.15
A0A0Q3A4H5	1.1.3.15
F0JSX3	1.1.3.15
B7LT10	1.1.3.15
S0WG00	1.1.3.15
L2VQG1	1.1.3.15
A0A0K8KAH8	1.1.3.15
S1GHD3	1.1.3.15
S1C2P4	1.1.3.15
S1M293	1.1.3.15
S0U1R3	1.1.3.15
H8XPH1	1.1.3.15
A6GX56	1.1.3.15
A0A076P3J3	1.1.3.15
A0A0W0S1D2	1.1.3.15
A0A0W0T515	1.1.3.15
A0A0W0T9X1	1.1.3.15
A0A0W0U422	1.1.3.15
A0A0W0U3G7	1.1.3.15
Q0RJT8	1.1.3.15
W9D4X9	1.1.3.15
A0A0Q4AYV4	1.1.3.15
A0A0D8BAE7	1.1.3.15
A0A0D8B9B7	1.1.3.15
E3IU20	1.1.3.15
A0A062WW27	1.1.3.15
A0A0D8BLL9	1.1.3.15
A0A0Q4AEQ9	1.1.3.15
Q8RIN5	1.1.3.15
D5REL4	1.1.3.15
A5TRL7	1.1.3.15
A0A0D6FM74	1.1.3.15
Q7P867	1.1.3.15
M2WRR8	1.1.3.15
M2W7F2	1.1.3.15
M2Y0E7	1.1.3.15
M2Y7P8	1.1.3.15
C1A4Y0	1.1.3.15
Q5KYD7	1.1.3.15
Q5KZR9	1.1.3.15
Q5KZS1	1.1.3.15
S7SZ03	1.1.3.15
A0A0G3XUD0	1.1.3.15
S7U073	1.1.3.15
S7SU43	1.1.3.15
S7U115	1.1.3.15
D2S4B7	1.1.3.15
A0A0F7IHH0	1.1.3.15
U5QF75	1.1.3.15
A0A0B2PXL7	1.1.3.15
A0A0B2QZ39	1.1.3.15
A0A0B2PSV8	1.1.3.15
A0A0B2SP87	1.1.3.15
A0A0B2SMJ8	1.1.3.15
A0A0B2PSW2	1.1.3.15
A0A0B2PTJ2	1.1.3.15
W6I4G8	1.1.3.15
Q0BSS4	1.1.3.15
W6I5R7	1.1.3.15
Q0BSS5	1.1.3.15
A0A0C5VBW4	1.1.3.15
A0A0M2N5Q0	1.1.3.15
G9Y0V0	1.1.3.15
A0A097R648	1.1.3.15
A0A085GN98	1.1.3.15
A0A0B8ZQW9	1.1.3.15
A0A0F7PEF6	1.1.3.15
I0JRU6	1.1.3.15
E1V7C1	1.1.3.15
A0A0P7ZBN5	1.1.3.15
F7PU87	1.1.3.15
Q17XF0	1.1.3.15
A0A0K2XCH6	1.1.3.15
A0A0K2X9C5	1.1.3.15
A0A0K2Y0I2	1.1.3.15
A0A0K2X9Y9	1.1.3.15
A0A0K2Y6W6	1.1.3.15
H5VDZ6	1.1.3.15
H5VAZ0	1.1.3.15
F8KPZ0	1.1.3.15
I7H604	1.1.3.15
T1DVD0	1.1.3.15
A0A0K2YE40	1.1.3.15
A0A0K2XUN8	1.1.3.15
A0A0K2XRH9	1.1.3.15
Q7VHU4	1.1.3.15
J0FCM7	1.1.3.15
J0T775	1.1.3.15
J0ABA9	1.1.3.15
J0LV76	1.1.3.15
I9Q9Y3	1.1.3.15
J0INP2	1.1.3.15
J0QQU2	1.1.3.15
J0Q1Y2	1.1.3.15
J0AKV7	1.1.3.15
I9WXT2	1.1.3.15
D7FDJ3	1.1.3.15
I9VJ91	1.1.3.15
I9THB2	1.1.3.15
J0I969	1.1.3.15
Q1CU22	1.1.3.15
I9QQ35	1.1.3.15
J0JI36	1.1.3.15
I9VIR9	1.1.3.15
I9TFH2	1.1.3.15
Q1CV18	1.1.3.15
I9YBY4	1.1.3.15
I9UMF5	1.1.3.15
J0C7Q0	1.1.3.15
I9U1D8	1.1.3.15
J0K0H0	1.1.3.15
J0NGH8	1.1.3.15
J0HVI6	1.1.3.15
J0NQ35	1.1.3.15
J0AIG3	1.1.3.15
J0NY54	1.1.3.15
J0I449	1.1.3.15
J0BT75	1.1.3.15
I9SA22	1.1.3.15
J0QF80	1.1.3.15
J0KRB8	1.1.3.15
I9YRU8	1.1.3.15
J0MQ57	1.1.3.15
V5NMY9	1.1.3.15
I9Z6T9	1.1.3.15
I9XDF2	1.1.3.15
J0A799	1.1.3.15
J0HUJ5	1.1.3.15
J0CJ25	1.1.3.15
D7FFM6	1.1.3.15
J0MA07	1.1.3.15
J0N6S8	1.1.3.15
J0UJF0	1.1.3.15
I9QC67	1.1.3.15
J0B9A4	1.1.3.15
J0T3Q0	1.1.3.15
I9VVE0	1.1.3.15
J0IR62	1.1.3.15
J0PDY3	1.1.3.15
I9SN73	1.1.3.15
I9SAM5	1.1.3.15
J0N9A2	1.1.3.15
I9X7P1	1.1.3.15
J0NMR6	1.1.3.15
I9SW61	1.1.3.15
I9ZW66	1.1.3.15
J0K1I9	1.1.3.15
I9SY86	1.1.3.15
E1S804	1.1.3.15
I9QLS9	1.1.3.15
J0IGI0	1.1.3.15
I9ZFV5	1.1.3.15
J0AM02	1.1.3.15
I9YPI2	1.1.3.15
J0MTC9	1.1.3.15
J0JPM0	1.1.3.15
J0AF82	1.1.3.15
I9QXN7	1.1.3.15
A0A099UFT4	1.1.3.15
D8IRW1	1.1.3.15
D8IRW2	1.1.3.15
A9AUI7	1.1.3.15
A9D099	1.1.3.15
A0A0F7PF49	1.1.3.15
A0A0F7PKD8	1.1.3.15
Q9NYQ3	1.1.3.15
Q9UJM8	1.1.3.15
F8JIM5	1.1.3.15
S2DJ52	1.1.3.15
E6SCX5	1.1.3.15
B7QAT8	1.1.3.15
B7PPE8	1.1.3.15
B7P3F0	1.1.3.15
B7PME7	1.1.3.15
W0UZR8	1.1.3.15
L9PRB1	1.1.3.15
A6SUS9	1.1.3.15
L9PP95	1.1.3.15
A6SUS8	1.1.3.15
F9Y7M7	1.1.3.15
A0A0K3BPM4	1.1.3.15
A0A0K3BGV1	1.1.3.15
A0A0J2GHS7	1.1.3.15
V0AYW5	1.1.3.15
W1AXB1	1.1.3.15
V3K8Y9	1.1.3.15
W1AS28	1.1.3.15
Z5E1U1	1.1.3.15
A0A0C7K920	1.1.3.15
A6T539	1.1.3.15
W8VHY5	1.1.3.15
A0A0S4FWJ4	1.1.3.15
A0A0K0GUD1	1.1.3.15
A0A0M3VKM1	1.1.3.15
V3DQA8	1.1.3.15
A0A0S3D3Q0	1.1.3.15
A0A0M1T4Q9	1.1.3.15
A0A0J4RRL0	1.1.3.15
A0A0H4Z3R0	1.1.3.15
A0A0J4XWM8	1.1.3.15
W1ELX2	1.1.3.15
A0A0H4ZFM4	1.1.3.15
A0A0H5A033	1.1.3.15
W9BE77	1.1.3.15
A0A0M6X8Z4	1.1.3.15
A0A0M1XSK4	1.1.3.15
A0A0H4YJ66	1.1.3.15
A0A0P0JCH1	1.1.3.15
A0A0J4RG48	1.1.3.15
A0A0E1CJ25	1.1.3.15
B5Y1D3	1.1.3.15
A0A0J3VSY6	1.1.3.15
A0A0M3SEX9	1.1.3.15
A0A0H3GN47	1.1.3.15
A0A0J4QUE4	1.1.3.15
J2XB85	1.1.3.15
A0A0M2R0P8	1.1.3.15
A0A0P8P4X1	1.1.3.15
A0A060UWI8	1.1.3.15
W8XS66	1.1.3.15
A0A0S3JEU5	1.1.3.15
A0A0I9NMW4	1.1.3.15
A0A0I9NKE4	1.1.3.15
R5WIX9	1.1.3.15
A0A0C7L2N8	1.1.3.15
A0A0B7GBH8	1.1.3.15
A0A0I9PWH5	1.1.3.15
