uid	pfam
K1KWG0	PF01266
A0A0F8B4A0	PF01266
M7NB96	PF01266
A0A0E9FU67	PF01266,PF04324
A0A0E9F1A3	PF01266,PF04324
A8IEL8	PF01070
Q7NZM1	PF01565,PF02913
Q1QYM6	PF01070
K9TUB7	PF01070
A0A0P1CSH2	PF01565,PF02913
S0EYS9	PF01565,PF02913
A0A0N7LGH0	PF01565,PF02913
A0A0P1CUZ5	PF01565,PF02913
A0A0F6TW70	PF01266
A0A0F5SHM7	PF01266
A0A083Z1N7	PF01266
A0A090VAN6	PF01266
A0A0M5KI04	PF01266
A0A0D7LP69	PF01266
A0A064DQU7	PF01266
A0A023V347	PF01266
A0A0J1JYH8	PF01266
A0A0P8Q0E5	PF01266
A0A0J1LNA4	PF01266
A0A0J1LTH4	PF01266
A0A0J1L0T2	PF01266
A8ANL6	PF01266
A0A078LKD3	PF01266
A0A0A1RXP1	PF01266
A0A0M1VKH6	PF01266
A0A064D539	PF01266
R8WWJ2	PF01266
A0A090U7M7	PF01266
D4BHH7	PF01266
U5RS18	PF01070
A0A0B5QLQ1	PF01565,PF02913
A0A0L6Z980	PF01266,PF04324
A0A0L6Z6D8	PF01266,PF04324
M1MT52	PF01565,PF02913
A0A0C7QQ06	PF01266,PF04324
A0A0U5P4V4	PF01266,PF04324
A0A0U5PE87	PF01266,PF04324
A0A0F0CCR9	PF01266,PF04324
A0A0U5NX37	PF01266,PF04324
G7M0E1	PF01070
A0A0F0C861	PF01266,PF04324
A0A0F0C8R9	PF01266,PF04324
A0A0U5P358	PF01266,PF04324
A0A0U5NXR6	PF01266,PF04324
A0A0U5JSS4	PF01266,PF04324
Q896M6	PF01565,PF02913
G0AHZ0	PF01565,PF02913
G0AHZ1	PF01565
D4J7S8	PF01565,PF02913
D4J5N3	PF01565,PF02913
X5EDE2	PF01070
K9W256	PF01070
Q39640	PF01070
Q1LMF7	PF01565,PF02913
Q1LJ75	PF01565
Q1LQ51	PF01070
Q0K752	PF01565,PF02913
G0ESW4	PF01565,PF02913
G0ES38	PF01266
Q0KBU8	PF01565,PF02913
G0ERK7	PF01565,PF02913
Q0K750	PF01565
G0EVT4	PF01565,PF02913
G0EVT6	PF01565
Q0KC24	PF01565,PF02913
Q46UI1	PF01070
B3R6H2	PF01565,PF02913
B3R6H4	PF01565
C9Y9E7	PF01070
C9Y718	PF01565,PF02913
R7ZZ67	PF01266
S7WFA4	PF01266
D3PDY5	PF01565,PF02913
Q1IWN3	PF01070
A0A080NFB1	PF01070
F6AVX6	PF01070
A0A0T6ADC9	PF01565,PF02913
F5SJF4	PF02754
F5SKH3	PF01565,PF02913
F5SJF3	PF13183
F5SJF5	PF01565,PF02913
F5SJF1	PF01565
C0QKR7	PF01565,PF02913
C0QCR3	PF01565,PF02913
C0QBU7	PF01565,PF02913
C0QK91	PF01565,PF02913
C0QJA3	PF01565,PF02913
K0N926	PF01565,PF02913
K0NHF1	PF01565,PF02913
A0A0J1FVG5	PF01266
S0FVM6	PF01565,PF02913
S0FYJ5	PF01565,PF02913
S0G7W3	PF01565,PF02913
S0FWI7	PF01266
F6CI10	PF01070
F6B8U7	PF01070
Q314U5	PF01070
G7Q5T8	PF01070
A0A0K0TUB1	PF01266
A0A024KJM9	PF01266
A0A085FLP7	PF01565
Q54E41	PF01070
A1Z8D3	PF01070
D7FMI7	PF01070
D8LSB4	PF01070
D8LDI6	PF01070
A0A0M3H706	PF01266
A0A0H3FPE5	PF01266
A0A0G9Y480	PF01266
A0A0F6K874	PF01266
A0A0P8RHR0	PF01266
E3G4Z8	PF01266
A0A0J0IQF0	PF01266
E5YJ45	PF01266
L0M7M1	PF01266
A0A0C5WDC9	PF01266
A0A0P7Z009	PF01565,PF02913
A0A0P7WDX3	PF01565,PF02913
W0AYF0	PF01266
A0A0S3N043	PF01266
B1EGB1	PF01266
A0A0S3NAE0	PF01266
P37339	PF01266
H4UMR9	PF01266
V0SFE2	PF01266
N2RUB0	PF01266
A0A069XGS7	PF01266
S1DZY6	PF01266
A0A080INM6	PF01266
W9AIT9	PF01266
I2UF32	PF01266
A0A0D0LS41	PF01266
U9YYE7	PF01266
A0A0T5JU07	PF01266
S0YLP1	PF01266
A0A070YAM7	PF01266
A0A0H0GTN3	PF01266
H4K7N9	PF01266
S0VN32	PF01266
H4IEN1	PF01266
A0A017JTY3	PF01266
A0A0H0ETT9	PF01266
A0A0F3VBM6	PF01266
A0A0B1BKX2	PF01266
A0A073G840	PF01266
A0A029KI23	PF01266
H4HZW0	PF01266
N4NTH3	PF01266
A0A0H3EK26	PF01266
A0A079F3J6	PF01266
D6IC93	PF01266
A0A079GGV2	PF01266
M8KR91	PF01266
B7LDM8	PF01266
A0A0E0XYZ8	PF01266
K4XG77	PF01266
A0A024KQQ4	PF01266
T9GWS7	PF01266
M9IGS7	PF01266
D3QPL1	PF01266
A0A080FVH2	PF01266
A0A080GNS8	PF01266
A0A073VDS5	PF01266
A0A0L6Y4N7	PF01266
D8B5M2	PF01266
E9XHJ7	PF01266
A0A0E1M0K0	PF01266
A0A093E7P8	PF01266
A0A0A1A8N4	PF01266
A0A0F4HJR2	PF01266
V0UTT8	PF01266
V2TAI0	PF01266
A0A0F6GRF2	PF01266
I0VTU9	PF01266
I2XAR0	PF01266
A0A0H2VBC2	PF01266
D8EIN0	PF01266
A0A0G3J0W6	PF01266
F4VIN9	PF01266
L3C3U3	PF01266
M9E775	PF01266
D8BZW2	PF01266
T8K2V6	PF01266
E1JCE8	PF01266
N4PG13	PF01266
M9G390	PF01266
A0A0A8UI60	PF01266
U9ZVC7	PF01266
A0A028BRR3	PF01266
L3KGT8	PF01266
S0XM79	PF01266
V0XV30	PF01266
D7XUN5	PF01266
D8AGJ5	PF01266
V0YJN5	PF01266
F4NHG4	PF01266
I4T3P9	PF01266
U9Y847	PF01266
E9YFU1	PF01266
A0A029PFX4	PF01266
Q1R843	PF01266
S1GPA6	PF01266
A0A025CWD0	PF01266
V6DZG1	PF01266
J7Q9M2	PF01565,PF02913
A0A070KFP2	PF01266
W1WV69	PF01266
W1GT05	PF01266
I2RYZ9	PF01266
K4UYH4	PF01266
T6M4V7	PF01266
C8U993	PF01266
L4J3R4	PF01266
E3XK67	PF01266
N2K3K3	PF01266
A0A0E2L0Q1	PF01266
A0A0K5Z1P8	PF01266
A0A069X6T1	PF01266
S0XXZ5	PF01266
L4V8U9	PF01266
A0A071C9L2	PF01266
H5A0E0	PF01266
Q1R723	PF01565,PF02913
L3Q278	PF01266
D7Z9V6	PF01266
V6FUS6	PF01266
A0A026RUT4	PF01266
A0A090JQ48	PF01266
T9A731	PF01266
A0A074HRI2	PF01266
M9FCR2	PF01266
A0A074HNT0	PF01266
V0TZ73	PF01266
A0A025GJT8	PF01266
A0A0K4BF87	PF01266
A0A0K4SDM2	PF01266
C3SYH2	PF01266
E8Y911	PF01266
L2VJ77	PF01266
A0A073FRK3	PF01266
T9IHQ1	PF01266
A0A0E3KGY5	PF01266
T5NPY6	PF01266
H4JBN9	PF01266
D6JE00	PF01266
B3HDK9	PF01266
V0X6E1	PF01266
A0A073H8R8	PF01266
A0A0M1HBZ3	PF01266
A0A070UXS3	PF01266
S0W3T7	PF01266
A0A066T3I8	PF01266
A0A0B1KZU5	PF01266
A0A0A0H7I6	PF01266
A0A0K4FYZ0	PF01266
A0A0F3UST4	PF01266
U9YE48	PF01266
H4JQR2	PF01266
S1DBD0	PF01266
A0A0P7Q9V8	PF01266
T9S834	PF01266
A0A029M3F1	PF01266
B7N6P4	PF01266
T5UMF2	PF01266
N3JZ39	PF01266
S1CR89	PF01266
I2WFU7	PF01266
D7X825	PF01266
T9CV12	PF01266
A0A073VQZ6	PF01266
I2SNE0	PF01266
A0A026V971	PF01266
H4L1D2	PF01266
A0A062Y9K4	PF01266
A0A0G2SDP3	PF01266
A0A0P7SMV0	PF01266
A0A0N2DMW0	PF01266
D7XZF5	PF01266
B7UH79	PF01266
A0A0F6FB25	PF01266
V1B3S3	PF01266
S1HCL7	PF01266
F4TJD1	PF01266
A0A0Q3HX61	PF01266
A0A0P0T9R4	PF01266
A0A0K3JFD1	PF01266
A0A0K4DLS2	PF01266
A0A070T7I2	PF01266
H9UVR6	PF01266
A0A0H2Z1W3	PF01266
A0A0Q2VWI2	PF01266
W1FZV6	PF01266
A0A0K9THB5	PF01266
A0A070NZ16	PF01266
A0A0G3K8M6	PF01266
A0A070PNB7	PF01266
A0A0E2A4S1	PF01266
W8SXD6	PF01266
A0A0K3PMF3	PF01266
A0A0K3RG99	PF01266
E1IQ87	PF01266
A0A029IM56	PF01266
M8K202	PF01266
U9ZK98	PF01266
H1BUH2	PF01266
D7ZVH1	PF01266
L5H4M9	PF01266
S1PSB8	PF01266
H4KKI8	PF01266
V0ZP67	PF01266
M9GV77	PF01266
E6BMK9	PF01266
F4V6F7	PF01266
V2R7J5	PF01266
A0A0G3JJQ1	PF01266
W1FB99	PF01266
D3H4S0	PF01266
A0A069YQV4	PF01266
A0A074IH48	PF01266
K3QN61	PF01266
M8PQ33	PF01266
R8XC26	PF01266
A0A0E2TGC1	PF01266
D6HZX5	PF01266
J7R7X0	PF01266
M9K4Y2	PF01266
A7ZQ91	PF01266
F4T3U0	PF01266
K3LFB6	PF01266
B1LPD3	PF01266
S1HZF2	PF01266
A0A073TAK2	PF01266
E9YT76	PF01266
A0A0F6C7Y3	PF01266
W1HA79	PF01266
S1F0H1	PF01266
A0A0L6ZXC9	PF01266
A0A0K5MIV8	PF01266
A0A080F9H9	PF01266
A0A0D6GS95	PF01266
A0A0R3DCD2	PF01266
N2JMR2	PF01266
N2QJA9	PF01266
H4LFP4	PF01266
M8THU9	PF01266
H4IWD3	PF01266
F4SNC3	PF01266
C3SYH5	PF01266
A0A0N9Z802	PF01266
B7MJS1	PF01266
A0A0G3HPX7	PF01266
A0A0H3JJM3	PF01266
X7P617	PF01266
J7RU22	PF01266
A0A028A533	PF01266
M8XH34	PF01266
U9Y0W6	PF01266
F8XGD4	PF01266
A0A0J2E7E4	PF01266
V0V7L6	PF01266
N4NIR9	PF01266
A0A0E2U4W4	PF01266
B7MYW2	PF01266
L9HZ38	PF01266
E1I1N6	PF01266
A0A028ECX4	PF01266
A0A079Y9S6	PF01266
A0A026HFY5	PF01266
A0A085P0X5	PF01266
A0A0B1FWS6	PF01266
H4V4Q7	PF01266
G0F3P8	PF01266
E0J5N9	PF01266
A0A0A0FIX9	PF01266
V8FE20	PF01266
A0A070CHW4	PF01266
V6FEN9	PF01266
A0A0H3MNE9	PF01266
H3KSF8	PF01266
A0A071D610	PF01266
A0A0S3B410	PF01266
A0A0H3XB39	PF01266
A0A0E0V9N1	PF01266
E9TB27	PF01266
A0A073UUG5	PF01266
D7YEP9	PF01266
V8KFX9	PF01266
F4VYM1	PF01266
T6H2K9	PF01266
A0A0Q3G038	PF01266
A0A0D8WE46	PF01266
L3P4A5	PF01266
C8UEL8	PF01266
T6ADH6	PF01266
A0A0J2BBE2	PF01266
V0SRL1	PF01266
A0A029LGG4	PF01266
N3FCS8	PF01266
L2XF51	PF01266
A0A0E0U267	PF01266
A0A070SSH5	PF01266
A0A023Z1F3	PF01266
A0A064TEI8	PF01266
C8TW22	PF01266
A0A070FNN1	PF01266
I2R9X6	PF01266
E3PH30	PF01266
N3NJX1	PF01266
A0A029HPC8	PF01266
A0A0L1C2J3	PF01266
S1HMM4	PF01266
T8ZP25	PF01266
A0A027U7R6	PF01266
A0A0P8CNR7	PF01266
A0A0H3PHR6	PF01266
A0A073GNH5	PF01266
A0A080I0N5	PF01266
L3QF24	PF01266
A0A079FY49	PF01266
B6I651	PF01266
N2H4W2	PF01266
N2IYN3	PF01266
A0A017I8K0	PF01266
A0A071AMP9	PF01266
I2WUP1	PF01266
A0A070CSI4	PF01266
A0A0Q3A4H5	PF01266
F0JSX3	PF01266
B7LT10	PF01266
S0WG00	PF01266
L2VQG1	PF01266
A0A0K8KAH8	PF01266
S1GHD3	PF01266
S1C2P4	PF01266
S1M293	PF01266
S0U1R3	PF01266
H8XPH1	PF01565,PF02913
A6GX56	PF01565,PF02913
A0A076P3J3	PF01565,PF02913
A0A0W0S1D2	PF01070
A0A0W0T515	PF01070
A0A0W0T9X1	PF01070
A0A0W0U422	PF01070
A0A0W0U3G7	PF01070
Q0RJT8	PF01070
W9D4X9	PF01565,PF02913
A0A0Q4AYV4	PF01070
A0A0D8BAE7	PF01565,PF02913
A0A0D8B9B7	PF01565,PF02913
E3IU20	PF01070
A0A062WW27	PF01565,PF02913
A0A0D8BLL9	PF01070
A0A0Q4AEQ9	PF01565,PF02913
Q8RIN5	PF01565,PF02913
D5REL4	PF01565,PF02913
A5TRL7	PF01565,PF02913
A0A0D6FM74	PF01266,PF04324
Q7P867	PF01565,PF02913
M2WRR8	PF01070
M2W7F2	PF01070
M2Y0E7	PF01070
M2Y7P8	PF01070
C1A4Y0	PF01070
Q5KYD7	PF01565,PF02913
Q5KZR9	PF01565,PF02913
Q5KZS1	PF01565
S7SZ03	PF01565,PF02913
A0A0G3XUD0	PF01266
S7U073	PF01565,PF02913
S7SU43	PF01565
S7U115	PF01565,PF02913
D2S4B7	PF01070
A0A0F7IHH0	PF01565,PF02913
U5QF75	PF01565,PF02913
A0A0B2PXL7	PF01070
A0A0B2QZ39	PF01070
A0A0B2PSV8	PF01070
A0A0B2SP87	PF01070
A0A0B2SMJ8	PF01070
A0A0B2PSW2	PF01070
A0A0B2PTJ2	PF01070
W6I4G8	PF01565,PF02913
Q0BSS4	PF01565,PF02913
W6I5R7	PF01565
Q0BSS5	PF01565
A0A0C5VBW4	PF01070
A0A0M2N5Q0	PF01266
G9Y0V0	PF01266
A0A097R648	PF01266
A0A085GN98	PF01266
A0A0B8ZQW9	PF01266
A0A0F7PEF6	PF01266
I0JRU6	PF01565,PF02913
E1V7C1	PF01565,PF02913
A0A0P7ZBN5	PF01565,PF02913
F7PU87	PF01565,PF02913
Q17XF0	PF01565,PF02913
A0A0K2XCH6	PF01565,PF02913
A0A0K2X9C5	PF01565,PF02913
A0A0K2Y0I2	PF01565,PF02913
A0A0K2X9Y9	PF01266
A0A0K2Y6W6	PF01266
H5VDZ6	PF01565,PF02913
H5VAZ0	PF01266
F8KPZ0	PF01565,PF02913
I7H604	PF01565,PF02913
T1DVD0	PF01565,PF02913
A0A0K2YE40	PF01565,PF02913
A0A0K2XUN8	PF01565,PF02913
A0A0K2XRH9	PF01565,PF02913
Q7VHU4	PF01565,PF02913
J0FCM7	PF02754
J0T775	PF02754
J0ABA9	PF02754
J0LV76	PF02754
I9Q9Y3	PF02754
J0INP2	PF02754
J0QQU2	PF02754
J0Q1Y2	PF02754
J0AKV7	PF02754
I9WXT2	PF02754
D7FDJ3	PF01565,PF02913
I9VJ91	PF02754
I9THB2	PF02754
J0I969	PF02754
Q1CU22	PF01565,PF02913
I9QQ35	PF02754
J0JI36	PF02754
I9VIR9	PF01000,PF02754
I9TFH2	PF02754
Q1CV18	PF02754
I9YBY4	PF02754
I9UMF5	PF02754
J0C7Q0	PF02754
I9U1D8	PF02754
J0K0H0	PF02754
J0NGH8	PF02754
J0HVI6	PF02754
J0NQ35	PF02754
J0AIG3	PF02754
J0NY54	PF02754
J0I449	PF02754
J0BT75	PF02754
I9SA22	PF02754
J0QF80	PF02754
J0KRB8	PF02754
I9YRU8	PF02754
J0MQ57	PF02754
V5NMY9	PF01565,PF02913
I9Z6T9	PF02754
I9XDF2	PF02754
J0A799	PF02754
J0HUJ5	PF02754
J0CJ25	PF02754
D7FFM6	PF02754
J0MA07	PF02754
J0N6S8	PF02754
J0UJF0	PF02754
I9QC67	PF02754
J0B9A4	PF02754
J0T3Q0	PF02754
I9VVE0	PF02754
J0IR62	PF02754
J0PDY3	PF02754
I9SN73	PF02754
I9SAM5	PF02754
J0N9A2	PF02754
I9X7P1	PF02754
J0NMR6	PF02754
I9SW61	PF02754
I9ZW66	PF02754
J0K1I9	PF02754
I9SY86	PF02754
E1S804	PF01565,PF02913
I9QLS9	PF02754
J0IGI0	PF02754
I9ZFV5	PF02754
J0AM02	PF02754
I9YPI2	PF02754
J0MTC9	PF02754
J0JPM0	PF02754
J0AF82	PF02754
I9QXN7	PF02754
A0A099UFT4	PF01565,PF02913
D8IRW1	PF01565
D8IRW2	PF01565,PF02913
A9AUI7	PF01070
A9D099	PF01565,PF02913
A0A0F7PF49	PF01070
A0A0F7PKD8	PF01565,PF02913
Q9NYQ3	PF01070
Q9UJM8	PF01070
F8JIM5	PF01565,PF02913
S2DJ52	PF01266
E6SCX5	PF01070
B7QAT8	PF01070
B7PPE8	PF01070
B7P3F0	PF01070
B7PME7	PF01070
W0UZR8	PF01070
L9PRB1	PF01565
A6SUS9	PF01565
L9PP95	PF01565,PF02913
A6SUS8	PF01565,PF02913
F9Y7M7	PF01070
A0A0K3BPM4	
A0A0K3BGV1	PF01266
A0A0J2GHS7	PF01266
V0AYW5	PF01266
W1AXB1	PF01266
V3K8Y9	PF01266
W1AS28	PF01266
Z5E1U1	PF01266
A0A0C7K920	PF01266
A6T539	PF01266
W8VHY5	PF01266
A0A0S4FWJ4	PF01266
A0A0K0GUD1	PF01266
A0A0M3VKM1	PF01266
V3DQA8	PF01266
A0A0S3D3Q0	PF01266
A0A0M1T4Q9	PF01266
A0A0J4RRL0	PF01266
A0A0H4Z3R0	PF01266
A0A0J4XWM8	PF01266
W1ELX2	PF01266
A0A0H4ZFM4	PF01266
A0A0H5A033	PF01266
W9BE77	PF01266
A0A0M6X8Z4	PF01266
A0A0M1XSK4	PF01266
A0A0H4YJ66	PF01266
A0A0P0JCH1	PF01266
A0A0J4RG48	PF01266
A0A0E1CJ25	PF01266
B5Y1D3	PF01266
A0A0J3VSY6	PF01266
A0A0M3SEX9	PF01266
A0A0H3GN47	PF01266
A0A0J4QUE4	PF01266
J2XB85	PF01266
A0A0M2R0P8	PF01266
A0A0P8P4X1	PF01266
A0A060UWI8	PF01266
W8XS66	PF01266
A0A0S3JEU5	PF01266
A0A0I9NMW4	PF01266
A0A0I9NKE4	PF01266
R5WIX9	PF01266
A0A0C7L2N8	PF01266
A0A0B7GBH8	PF01266
A0A0I9PWH5	PF01266
A0A0M4H381	PF01266
A0A0I9Q2V5	PF01266
D2PUB9	PF01070
D2PT03	PF01070
D6U4K8	PF01070
W5VYK6	PF01266
A0A0M6Y1Z2	PF01266
A0A0M6YRI1	PF01266
A0A0M6ZB63	PF01266
A0A0M6YSN7	PF01266,PF04324
A0A0M7A909	PF01266
Q5FIR1	PF01070
C2CYC5	PF01070
F4FVI9	PF01070
C0WMC7	PF01070
K0MXH5	PF01070
K0N938	PF01070
C2KEN2	PF01070
C2KG80	PF01070
G6CCJ7	PF01070
G6F8W6	PF02913
A0A061CPW4	PF01070
F0HWF2	PF01565,PF02913
A0A061C6C0	PF01070
K0NUR1	PF01070
I7LDV0	PF01070
I7K0M2	PF01070
U6FAS7	PF01565
U6FH10	PF01565
U6FL28	PF01565
C0XIJ3	PF01070
C4VMW0	PF01070
C2E451	PF01070
C2FBH3	PF01070
I7IZ16	PF01070
M4KHX7	PF01565,PF02913
F9UTP6	PF01565,PF02913
C2JYX2	PF01070
C2K1F0	PF01070
C2ENE9	PF01070
C2EPE3	PF01070
G6FBF9	PF02754
Q9CG58	PF01070
A0A085H7G5	PF01266
A0A0W0RBD6	PF01070
A0A0W0SNC9	PF01070
A0A0W0SGJ0	PF01070
A0A0W0SKN3	PF01070
A0A0W0SNN1	PF01070
A0A0W0TJM4	PF01266
A0A098G587	PF01070
A0A0W0TN02	PF01070
A0A0A8UL03	PF01070
A0A0A8UQ43	PF01070
A0A0W0UHE4	PF01070
A0A0W0VL21	PF01070
D3HLE1	PF01070
A0A0W0VV04	PF01266
A0A0W0WNB8	PF01070
W2V3M4	PF01070
A0A0W0X126	PF01266
I7HM50	PF01070
A0A0W0XGQ7	PF01070
A0A0W0Y0Z9	PF01070
A0A0W0Y368	PF01070
A0A0W0YDP5	PF01070
A0A0W0YSA4	PF01070
A0A0W0YZQ1	PF01070
A0A0W0YVK2	PF01266
A0A0W0YYP4	PF01266
A0A0W0ZF37	PF01070
A0A0W1ABM0	PF01070
A0A0N7J9N3	PF01266
A0A0P0M9L6	PF01266
A0A0P0MGF7	PF01266
B1HZY7	PF01070
W6K7A3	PF01565
W6KG59	PF01565,PF02913
Q0AMS8	PF01070
A0A087RXW1	PF01565,PF02913
A0A0P8BJR7	PF01565,PF02913
A0A0J7JDW3	PF01565,PF02913
A0A0J7JD82	PF02754
A0A081G1I2	PF01266
P93260	PF01070
M5F9A9	PF01565,PF02913
A0A090FKU8	PF01565,PF02913
A0A0K2VV82	PF01565,PF02913
A0A090GR93	PF01565,PF02913
M5FIH9	PF01565,PF02913
A0A090EQ85	PF01565,PF02913
A0A090E2C2	PF01565,PF02913
F0TBY7	PF00301,PF01070
U6EB70	PF00301,PF01070
Q0W2Q0	PF01565,PF02913
Q0W3T1	PF01565,PF02913
H8I743	PF01565,PF02913
Q8PXD0	PF01565,PF02913
A2SED3	PF01565,PF02913
A2SM02	PF01565,PF02913
A2SED2	PF01565,PF02913
A2SM03	PF01565
C7CDF7	PF01565,PF02913
C5AVF5	PF01565,PF02913
A0A089QDS0	PF01565,PF02913
V5BD74	PF01266
G4T075	PF01565,PF02913
A0A0F0KUX6	PF01266
A0A0M2HQX0	PF01266
A0A0M2H872	PF01266
A0A0M2HFS4	PF01266
I4IWL2	PF01565,PF02913
I4FCJ1	PF01565,PF02913
I4H4C1	PF01565,PF02913
L7E3G5	PF01565,PF02913
I4HK74	PF01565,PF02913
I4GF15	PF01565,PF02913
I4FPB3	PF01565,PF02913
I4HNA6	PF01565,PF02913
I4G7M6	PF01565,PF02913
I4GYC0	PF01565,PF02913
I4IBN0	PF01565,PF02913
I0L4Y9	PF01070
I4EZV3	PF01070
Q9WU19	PF01070
Q9NYQ2	PF01070
X8B5I2	PF01070
A0A0J6WNW6	PF01266
A0A0J6Y3T5	PF01266
A0A0J6V898	PF01266,PF04324
A0A0J6YH39	PF01266
A0A0N9YJI4	PF01565,PF02913
A4T1S5	PF01070
X8CCW7	PF01070
X7YWP4	PF01070
X7YFF3	PF01070
A0A0J6W3A3	PF01266,PF04324
G4HQU0	PF01070
G4HXB4	PF01070
L8F846	PF01565,PF02913
L8FNN6	PF01565,PF02913
A0A0D6H816	PF01266
A1UBM5	PF01070
A0A0A1FVZ7	PF01565,PF02913
A0A0T9M427	PF01266,PF04324
